Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Multisubbank interleave cycle time (ns), Delay request network (ns), Delay inside mat (ns), Delay reply network (ns), Tag array access time (ns), Refresh period (microsec), DRAM array availability (%), Dynamic read energy (nJ), Dynamic write energy (nJ), Dynamic read power (mW), Standby leakage per bank(mW), Leakage per bank with leak power management (mW), Refresh power as percentage of standby leakage, Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Area efficiency, Resistance per unit micron (ohm-micron), Capacitance per unit micron (fF per micron), Unit-length wire delay (ps), FO4 delay (ps), delay route to bank (including crossb delay) (ps), Crossbar delay (ps), Dyn read energy per access from closed page (nJ), Dyn read energy per access from open page (nJ), Leak power of an subbank with page closed (mW), Leak power of a subbank with page  open (mW), Leak power of request and reply networks (mW), Number of subbanks, Page size in bits, Activate power, Read power, Write power, Precharge power, tRCD, CAS latency, Precharge delay, Perc dyn energy bitlines, perc dyn energy wordlines, perc dyn energy outside mat, Area opt (perc), Delay opt (perc), Repeater opt (perc), Aspect ratio
65, 67108864, 1, 8, 512, 14.2753, 1.5328, 5.64195, 5.63773, 0.62161, 5.64195, 3.07891, 0, 0, 9.91851, 9.74469, 6470.86, 42926.1, 42926.1, 0, 719.408, 32, 64, 4, 1, 8, 2, 4, 32, 16, 16, 1, 1, 48.1913, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 9.824, 9.50647, 24.0993, 26.2519, 3081.75, 128, 9216, 0.0992041, 1.21408, 3.25699, 0.284147, 0, 0, 0, 2.59675, 0.0391129, 95.1752, 50, 10, 10, 1.98478
65, 67108864, 1, 16, 512, 13.9718, 1.86235, 5.53154, 5.53154, 1.02238, 5.39315, 3.24394, 0, 0, 10.3448, 10.0169, 5554.71, 42832, 42832, 0, 663.964, 32, 32, 2, 1, 16, 1, 4, 32, 8, 16, 1, 1, 52.6052, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 10.1448, 9.57174, 47.2037, 49.3562, 2868.99, 64, 9216, 0.109312, 1.30086, 3.10594, 0.536874, 0, 0, 0, 4.93279, 0.0375012, 91.4248, 50, 10, 10, 2.05997
65, 67108864, 1, 32, 512, 13.9645, 1.86235, 5.51782, 5.51782, 1.02238, 5.4016, 3.24891, 0, 0, 8.46247, 7.61984, 4543.99, 41716.2, 41716.2, 0, 596.177, 32, 32, 1, 1, 32, 1, 4, 32, 4, 8, 1, 1, 58.5865, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 8.23313, 7.08704, 94.4073, 98.7124, 1664.62, 32, 18432, 0.1456, 0.778711, 2.57247, 1.07375, 0, 0, 0, 12.06, 0.0916852, 82.3479, 50, 10, 10, 2.29238
65, 67108864, 1, 64, 512, 15.801, 1.85681, 6.44894, 6.44894, 1.02238, 6.29325, 3.26616, 0, 0, 13.9396, 12.0489, 7507.27, 41878.1, 41878.1, 0, 577.351, 64, 16, 1, 1, 64, 1, 4, 32, 2, 1, 4, 1, 60.4969, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 13.6313, 11.3391, 188.815, 197.425, 1329.86, 16, 36864, 0.322333, 0.899538, 1.58949, 2.14749, 0, 0, 0, 14.6428, 0.111321, 80.4329, 50, 10, 10, 0.641718
65, 67108864, 1, 128, 512, 24.0238, 1.85681, 10.5296, 10.5296, 1.02238, 10.4011, 3.3023, 0, 0, 28.5435, 24.598, 15372.3, 44263.1, 44263.1, 0, 612.627, 128, 8, 1, 1, 128, 1, 4, 32, 1, 1, 2, 1, 57.0134, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 28.115, 23.5307, 377.629, 394.85, 1763.97, 8, 73728, 0.70692, 1.02983, 1.15857, 4.29499, 0, 0, 0, 14.302, 0.10873, 81.9321, 50, 10, 10, 0.177501
65, 67108864, 1, 256, 512, 43.1845, 1.20312, 19.9427, 19.8354, 0.62161, 19.9427, 3.51699, 0, 0, 66.1007, 62.9088, 54941, 48695.8, 48695.8, 0, 817.26, 256, 8, 1, 1, 256, 1, 8, 16, 0.5, 1, 1, 1, 43.0545, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 65.1518, 60.0714, 385.231, 419.671, 3250.42, 8, 147456, 1.39767, 1.06912, 1.07805, 4.54635, 0, 0, 0, 6.23436, 0.0939033, 90.6809, 50, 10, 10, 0.0524041
65, 67108864, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90272e-304, 2.08601e-300, -3.15997e+276, 0, -2.02218e+272, -2.05247e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.59386e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.94167e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.0513e-305, -inf, 1.69754e-304, -3.15996e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.02218e+275, -3.10012e+276, -3.08338e+276, -nan, 3.81251e-304, 1.90272e-304, -2.61453e+276, -3.16523e+267, -3.10012e+267, -1.20017e+267, 50, 10, 10, 6.04474e-42
65, 67108864, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90273e-304, 2.08601e-300, -3.21639e+276, 0, -2.05745e+272, -2.08774e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.65029e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9981e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05131e-305, -inf, 1.69746e-304, -3.21639e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.05745e+275, -3.15655e+276, -3.13981e+276, -nan, 3.81251e-304, 1.90273e-304, -2.67096e+276, -3.22166e+267, -3.15655e+267, -1.22838e+267, 50, 10, 10, 1.72295e-41
65, 67108864, 1, 1048576, 512, 469.326, 41.6769, 101.978, 97.1949, 1.6816, 101.978, 234.663, 0, 0, 329.142, 353.578, 7897.47, 6859.43, 6859.43, 0, 1150.87, 1, 512, 1, 1, 1, 1, 1, 512, 1, 1, 1, 1, 27.8962, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 72.7639, 72.5015, 22.4997, 23.0378, 39944.6, 256, 576, 0.0067582, 0.510998, 72.2727, 0.255597, 0, 0, 0, 0.0771505, 7.3095e-05, 21.9651, 50, 10, 10, 401.448
65, 134217728, 1, 1, 512, 18.069, 1.24359, 8.81984, 8.62751, 0.62161, 8.81984, 3.70448, 0, 0, 9.57789, 9.16589, 7701.82, 82441.8, 82441.8, 0, 1243.03, 32, 128, 32, 1, 1, 32, 8, 32, 256, 16, 8, 1, 55.3655, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 9.48957, 8.85452, 48.1666, 52.4717, 3597.1, 128, 18432, 0.132671, 1.01015, 5.25724, 0.568294, 0, 0, 0, 5.37821, 0.0810078, 91.7103, 50, 10, 10, 4.36594
65, 134217728, 1, 2, 512, 20.1372, 1.5328, 8.0677, 8.06046, 0.62161, 8.0677, 4.00915, 0, 0, 31.1756, 31.0754, 20339, 86751.1, 86751.1, 0, 1442.85, 64, 64, 32, 1, 2, 8, 8, 32, 128, 16, 4, 1, 48.0565, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 31.0697, 30.7522, 24.1667, 26.3192, 7112.3, 256, 9216, 0.192977, 2.79223, 4.8336, 0.284147, 0, 0, 0, 0.826157, 0.0124438, 98.4231, 50, 10, 10, 1.00411
65, 134217728, 1, 4, 512, 20.0724, 1.5328, 8.06215, 8.05957, 0.62161, 8.06215, 4.00613, 0, 0, 31.2135, 31.108, 20363.7, 86775.8, 86775.8, 0, 1443.85, 64, 64, 16, 1, 4, 4, 8, 32, 64, 8, 4, 1, 48.0232, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 31.0992, 30.7817, 24.1217, 26.2743, 7128.87, 256, 9216, 0.192969, 2.75769, 4.79906, 0.284147, 0, 0, 0, 0.825155, 0.0124287, 98.403, 50, 10, 10, 1.00275
65, 134217728, 1, 8, 512, 20.0512, 1.5328, 8.06681, 8.06259, 0.62161, 8.06681, 4.00507, 0, 0, 31.3343, 31.216, 20442.6, 86870.2, 86870.2, 0, 1450.28, 64, 64, 8, 1, 8, 2, 8, 32, 32, 16, 1, 1, 47.8106, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 31.1992, 30.8817, 24.0993, 26.2519, 7178.57, 256, 9216, 0.192965, 2.72468, 4.76758, 0.284147, 0, 0, 0, 0.821973, 0.0123807, 98.3433, 50, 10, 10, 1.00051
65, 134217728, 1, 16, 512, 20.0402, 1.5328, 8.07282, 8.05968, 0.62161, 8.07282, 4.00507, 0, 0, 31.6448, 31.5136, 20645.1, 87019.2, 87019.2, 0, 1459.3, 64, 64, 4, 1, 16, 1, 8, 32, 16, 16, 1, 1, 47.5148, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 31.4263, 31.1088, 24.0769, 26.2295, 7294.53, 256, 9216, 0.192963, 2.6914, 4.73122, 0.284147, 0, 0, 0, 0.813908, 0.0122593, 98.097, 50, 10, 10, 0.991432
65, 134217728, 1, 32, 512, 19.8766, 1.86235, 7.94211, 7.94211, 1.02238, 7.82589, 4.31245, 0, 0, 19.7022, 18.888, 10579.2, 83738.1, 83738.1, 0, 1201.95, 64, 32, 2, 1, 32, 1, 8, 32, 8, 16, 1, 1, 58.1188, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 19.2622, 18.1162, 94.4073, 98.7124, 3840.41, 64, 18432, 0.249756, 1.52864, 3.3224, 1.07375, 0, 0, 0, 5.18, 0.0393806, 91.3492, 50, 10, 10, 1.15604
65, 134217728, 1, 64, 512, 19.932, 1.86235, 7.94967, 7.94967, 1.02238, 7.87217, 4.31752, 0, 0, 17.5329, 15.6652, 9414.4, 83130.3, 83130.3, 0, 1164.75, 64, 32, 1, 1, 64, 1, 8, 32, 4, 8, 1, 1, 59.9752, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 17.003, 14.7108, 188.815, 197.425, 2767.18, 32, 36864, 0.322333, 0.899538, 2.69157, 2.14749, 0, 0, 0, 11.6418, 0.0885062, 83.1797, 50, 10, 10, 1.19501
65, 134217728, 1, 128, 512, 26.636, 1.85681, 11.298, 11.298, 1.02238, 11.2125, 4.33469, 0, 0, 33.6986, 29.6867, 18148.6, 85420.7, 85420.7, 0, 1207.82, 128, 16, 1, 1, 128, 1, 8, 32, 2, 1, 4, 1, 57.8362, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 32.9476, 28.3632, 377.629, 394.85, 3105.41, 16, 73728, 0.70692, 1.02983, 1.71568, 4.29499, 0, 0, 0, 12.1141, 0.0920968, 83.7389, 50, 10, 10, 0.317542
65, 134217728, 1, 256, 512, 44.5508, 1.85681, 20.196, 20.1941, 1.02238, 20.196, 4.37078, 0, 0, 76.9529, 68.735, 41443.5, 94726.6, 94726.6, 0, 1368.56, 256, 8, 1, 1, 256, 1, 8, 32, 1, 1, 2, 1, 51.0433, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 75.8347, 66.6659, 755.259, 789.7, 4772.87, 8, 147456, 1.53835, 1.17873, 1.28887, 8.58998, 0, 0, 0, 10.6098, 0.0806606, 86.3995, 50, 10, 10, 0.0875643
65, 134217728, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90273e-304, 2.08601e-300, -3.21639e+276, 0, -2.05745e+272, -2.08774e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.65029e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9981e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05131e-305, -inf, 1.69736e-304, -3.21639e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.05745e+275, -3.15655e+276, -3.13981e+276, -nan, 3.81251e-304, 1.90273e-304, -2.67096e+276, -3.22166e+267, -3.15655e+267, -1.22838e+267, 50, 10, 10, 5.8976e-41
65, 134217728, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.63557e+276, 0, -2.31944e+272, -2.34972e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.06947e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.41728e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05142e-305, -nan, 1.69758e-304, -3.63557e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.31944e+275, -3.57573e+276, -3.55899e+276, -nan, 3.81252e-304, 1.90274e-304, -3.09014e+276, -3.64084e+267, -3.57573e+267, -1.43797e+267, 50, 10, 10, -nan
65, 134217728, 1, 2097152, 512, 1094.12, 161.554, 199.086, 189.367, 3.3915, 199.086, 547.059, 0, 0, 657.019, 705.857, 4066.87, 13827, 13827, 0, 2299.26, 1, 512, 1, 1, 1, 1, 1, 512, 1, 1, 1, 1, 27.9264, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 141.876, 141.361, 44.8558, 45.394, 79367, 256, 576, 0.0067582, 0.971803, 140.941, 0.508323, 0, 0, 0, 0.0771152, 3.66178e-05, 21.4552, 50, 10, 10, 782.231
